"ID","reg1","reg2","reg3","reg4","home","chld","hinc","genf","wrat","avhv","incm","inca","plow","npro","tgif","lgif","rgif","tdon","tlag","agif","donr","damt","part"
4023,0,1,0,0,1,1,4,1,9,115,35,37,13,47,70,8,9,13,4,5.7,1,12,"train"
4024,0,1,0,0,1,1,4,0,9,181,33,40,18,42,80,21,25,17,4,10.93,1,17,"valid"
4025,0,1,0,0,1,0,5,0,8,173,38,45,11,58,101,12,11,12,16,9.35,1,14,"train"
4026,0,0,0,0,1,5,4,0,8,83,19,28,50,72,75,37,12,13,3,13.62,NA,NA,"test"
4027,1,0,0,0,0,2,4,0,7,195,57,57,7,32,58,18,11,17,7,11.49,0,0,"train"
4028,0,0,0,1,0,2,6,1,8,191,115,115,5,88,183,35,33,22,15,18.06,NA,NA,"test"
4029,0,0,1,0,1,0,1,0,9,105,26,27,42,23,40,40,31,16,5,21.36,0,0,"train"
4030,1,0,0,0,1,2,2,0,0,194,50,50,6,63,75,9,7,19,20,10.11,0,0,"train"
4031,0,1,0,0,0,5,4,1,0,108,14,25,33,32,88,16,26,20,8,10.64,0,0,"valid"
4032,0,0,0,1,1,1,5,0,9,169,39,47,7,69,91,8,6,13,6,6.5,0,0,"train"
4033,0,1,0,0,1,2,7,0,9,258,57,68,2,90,150,6,6,16,5,5.77,1,12,"valid"
4034,0,0,0,1,1,0,2,1,8,99,14,53,21,82,154,27,18,14,3,13.53,1,16,"train"
4035,0,0,0,0,1,0,2,1,9,710,287,287,1,144,678,16,15,13,6,9.95,1,19,"train"
4036,0,0,1,0,1,4,2,1,9,253,50,80,0,95,120,28,21,10,7,18.6,NA,NA,"test"
4037,0,1,0,0,1,5,7,1,8,99,15,25,42,82,129,25,22,21,10,16.6,0,0,"train"
4038,0,0,0,0,0,4,7,0,8,251,94,94,0,73,128,128,36,13,5,49.73,0,0,"train"
4039,0,0,0,0,1,2,1,0,7,169,40,54,6,36,70,18,11,21,4,9.9,0,0,"valid"
4040,0,1,0,0,1,2,6,1,3,192,34,48,27,91,165,15,10,14,4,14.3,NA,NA,"test"
4041,0,0,0,0,1,0,5,1,8,138,27,37,18,71,87,34,32,10,6,19.04,1,16,"train"
4042,0,0,0,1,1,2,5,1,9,117,16,28,41,43,71,12,10,20,6,10.61,NA,NA,"test"
4043,1,0,0,0,1,2,1,0,3,125,22,47,24,98,266,5,3,11,5,5.16,NA,NA,"test"
4044,0,1,0,0,1,3,4,1,7,180,33,47,11,112,158,13,8,28,6,8.36,1,13,"train"
4045,1,0,0,0,1,0,6,0,9,135,37,37,8,47,97,16,10,14,6,10.45,1,14,"valid"
4046,0,0,0,0,1,0,4,1,9,198,46,77,7,103,121,8,11,31,9,6.52,0,0,"valid"
4047,0,0,1,0,1,2,4,1,8,159,31,46,16,61,108,30,14,20,15,18.07,NA,NA,"test"
4048,0,0,1,0,0,0,4,1,3,109,34,35,19,58,99,10,7,13,3,5.92,NA,NA,"test"
4049,0,0,1,0,1,2,1,1,9,205,29,57,5,49,76,23,19,37,4,13.18,NA,NA,"test"
4050,0,1,0,0,1,2,5,0,8,122,19,34,27,5,27,13,3,21,7,5.53,0,0,"valid"
4051,0,0,1,0,1,2,3,1,9,98,16,21,44,28,66,10,6,23,4,7.42,0,0,"train"
4052,0,1,0,0,1,0,2,1,8,147,69,69,2,26,62,18,9,21,4,14.26,1,13,"train"
4053,0,0,0,1,1,2,2,0,7,202,21,36,26,64,124,12,10,19,14,11.41,0,0,"train"
4054,0,1,0,0,1,1,5,0,5,157,48,56,1,102,344,21,13,23,7,11.29,1,14,"train"
4055,1,0,0,0,1,0,5,1,9,128,16,25,35,69,169,15,21,19,2,12.27,1,15,"train"
4056,1,0,0,0,1,1,4,0,9,237,52,71,6,72,79,9,6,17,7,5.58,1,12,"train"
4057,0,0,1,0,1,4,5,1,8,245,57,69,1,34,54,18,20,23,4,9.77,NA,NA,"test"
4058,0,0,0,1,1,3,4,0,9,102,19,33,50,70,99,41,48,17,6,16.81,0,0,"train"
4059,1,0,0,0,1,3,4,1,8,347,82,103,2,45,61,21,17,14,4,10.44,1,14,"train"
4060,1,0,0,0,1,0,4,0,8,152,45,45,13,46,80,10,8,19,8,6.73,1,13,"train"
4061,0,0,0,0,1,4,4,0,8,195,41,49,7,44,105,6,5,12,16,3.08,0,0,"train"
4062,0,1,0,0,0,3,5,1,2,284,68,68,1,21,52,5,8,12,20,5.16,0,0,"train"
4063,1,0,0,0,1,0,4,1,7,111,19,32,22,97,168,39,15,17,6,17.14,1,16,"valid"
4064,0,1,0,0,1,2,4,0,1,123,12,24,33,23,49,13,14,18,5,7.84,0,0,"train"
4065,0,0,0,0,0,2,4,0,2,201,50,52,8,71,77,9,5,23,13,6.3,0,0,"train"
4066,1,0,0,0,1,2,4,1,8,142,45,45,3,55,75,15,11,16,7,16.26,1,14,"valid"
4067,1,0,0,0,1,3,5,1,2,200,67,67,4,17,38,19,12,16,10,18.87,0,0,"train"
4068,0,0,0,0,1,2,7,1,9,137,24,43,10,75,108,17,7,15,7,9.36,NA,NA,"test"
4069,0,0,1,0,0,0,7,0,9,200,30,51,15,25,50,16,20,21,5,8.67,NA,NA,"test"
4070,0,1,0,0,1,3,4,1,9,148,46,46,14,34,70,18,11,13,7,13.9,1,13,"train"
4071,0,1,0,0,1,0,6,1,9,303,66,97,0,48,65,17,11,23,8,17.01,1,14,"valid"
4072,0,1,0,0,1,5,5,1,6,274,44,75,7,20,53,5,3,21,3,4.49,0,0,"valid"
4073,0,0,1,0,1,2,5,1,5,204,32,79,14,41,73,73,38,36,6,26.71,NA,NA,"test"
4074,0,0,0,0,1,3,7,1,9,92,11,24,39,61,68,5,6,13,6,4.72,0,0,"valid"
4075,0,0,0,0,1,1,4,1,9,180,52,59,5,47,59,17,15,24,6,12.63,1,14,"train"
4076,0,0,0,1,1,0,3,1,8,128,57,57,4,22,58,58,28,19,7,15.2,1,18,"train"
4077,0,0,0,1,1,3,5,0,6,221,49,49,8,41,53,9,7,26,9,4.96,0,0,"valid"
4078,0,0,1,0,1,3,5,1,8,103,24,25,18,65,89,9,8,8,5,9.79,NA,NA,"test"
4079,0,0,1,0,1,2,4,1,8,92,33,42,13,20,45,14,6,15,3,7.66,0,0,"valid"
4080,0,0,0,0,1,0,5,1,8,178,47,47,13,26,100,100,55,24,10,23.33,1,17,"valid"
4081,0,1,0,0,1,2,2,0,8,57,20,20,34,94,129,22,31,12,5,11.31,NA,NA,"test"
4082,0,0,1,0,1,2,4,1,8,204,45,65,6,84,238,11,7,21,4,7.88,0,0,"train"
4083,1,0,0,0,1,3,5,1,4,88,19,42,36,96,188,6,6,19,5,5.79,0,0,"train"
4084,0,0,0,1,1,0,1,1,9,161,60,60,5,164,401,8,9,18,5,10.11,1,14,"train"
4085,0,0,1,0,1,0,5,0,9,226,84,84,0,108,167,8,5,18,6,6.4,1,18,"train"
4086,0,1,0,0,1,2,4,1,6,180,30,52,14,55,71,9,7,19,5,6.64,1,12,"valid"
4087,0,0,0,0,1,2,4,1,8,234,62,71,1,80,99,38,23,19,11,11.34,NA,NA,"test"
4088,0,0,0,0,1,3,2,1,8,187,47,51,5,8,32,7,4,19,6,5.7,NA,NA,"test"
4089,0,0,0,1,1,2,5,1,9,195,50,68,3,15,42,9,7,20,7,6.48,0,0,"valid"
4090,1,0,0,0,1,0,5,1,8,161,30,36,12,52,70,9,10,16,5,7.25,1,13,"train"
4091,0,0,0,1,1,2,4,1,7,294,59,101,0,122,201,11,8,21,6,9.15,1,16,"train"
4092,0,1,0,0,1,2,4,1,9,131,35,51,8,116,160,4,5,20,4,4.02,1,16,"valid"
4093,0,0,0,0,1,0,4,1,7,180,49,49,17,103,218,8,6,17,5,8.73,1,14,"valid"
4094,0,1,0,0,1,2,4,0,8,192,59,59,8,62,96,9,4,17,3,6.12,1,12,"valid"
4095,0,1,0,0,1,3,4,1,9,122,33,39,29,6,31,10,7,32,3,8.48,0,0,"train"
4096,0,0,0,0,1,2,4,1,8,121,25,36,10,59,96,6,10,17,9,3.57,NA,NA,"test"
4097,0,1,0,0,1,3,3,0,8,133,35,35,22,41,66,7,7,35,13,6.93,NA,NA,"test"
4098,0,0,0,1,1,0,3,1,8,251,33,53,10,48,73,25,11,18,4,17.04,1,15,"train"
4099,0,0,0,1,1,0,4,0,8,125,39,39,20,68,153,4,7,16,9,4.33,1,14,"train"
4100,1,0,0,0,1,0,1,1,4,128,20,37,17,31,73,7,6,17,6,5.32,NA,NA,"test"
4101,0,1,0,0,1,0,2,0,9,211,37,60,4,103,166,20,16,17,8,19.43,1,14,"train"
4102,0,0,0,0,1,3,4,0,8,218,48,63,19,64,137,11,6,39,5,9.69,0,0,"train"
4103,0,1,0,0,1,0,1,0,8,119,24,24,36,83,252,7,8,22,3,4.67,1,12,"train"
4104,1,0,0,0,1,3,2,1,6,180,56,56,3,53,71,61,44,38,10,21.01,0,0,"train"
4105,0,0,0,0,1,3,7,0,9,192,77,77,8,43,64,11,8,23,4,6.34,NA,NA,"test"
4106,0,1,0,0,1,3,4,0,9,196,45,45,11,89,124,10,5,20,5,4.98,NA,NA,"test"
4107,0,1,0,0,1,4,4,0,8,168,26,52,22,47,64,10,5,14,5,6.16,NA,NA,"test"
4108,0,1,0,0,1,1,2,0,8,181,93,93,1,90,180,15,12,18,9,8.56,1,13,"valid"
4109,0,1,0,0,1,2,5,1,8,191,67,67,8,14,44,8,6,12,4,6.99,0,0,"valid"
4110,1,0,0,0,1,0,4,0,8,240,78,88,0,55,67,12,7,15,12,5.51,1,13,"valid"
4111,0,1,0,0,1,0,4,1,9,243,34,70,19,45,82,13,8,12,7,8.17,1,13,"valid"
4112,1,0,0,0,1,0,3,0,4,163,36,42,5,26,49,24,22,14,3,16.63,1,19,"valid"
4113,1,0,0,0,1,1,4,0,8,119,25,36,22,30,55,7,9,17,6,7.57,1,12,"train"
4114,0,0,0,1,1,0,6,0,9,309,68,80,1,14,38,13,15,27,4,8.58,NA,NA,"test"
4115,0,0,1,0,1,3,7,1,9,129,7,24,68,35,69,14,13,13,5,12.83,0,0,"train"
4116,0,1,0,0,1,3,4,1,9,235,66,66,3,56,98,10,7,23,5,10.09,1,13,"train"
4117,0,0,0,1,1,2,5,0,7,232,36,54,6,31,58,12,10,14,5,7.56,NA,NA,"test"
4118,0,1,0,0,1,4,4,1,8,176,53,53,10,26,52,15,16,23,6,6.27,1,12,"train"
4119,1,0,0,0,0,2,5,1,8,137,33,36,15,11,42,4,3,38,4,5.04,0,0,"train"
4120,1,0,0,0,1,2,1,0,9,79,10,19,59,40,68,9,8,20,5,9.33,0,0,"train"
4121,0,0,1,0,1,4,1,1,8,274,50,77,3,90,158,5,3,11,10,5.08,NA,NA,"test"
4122,0,0,0,0,1,5,5,1,8,148,36,39,13,11,33,33,22,23,9,18.86,0,0,"train"
4123,0,0,0,0,1,4,2,1,3,250,36,53,9,54,89,21,22,31,7,17.36,NA,NA,"test"
4124,0,0,1,0,1,3,4,0,6,215,53,79,3,23,55,37,22,15,6,22.74,NA,NA,"test"
4125,1,0,0,0,1,1,5,1,9,202,71,71,1,146,310,8,5,18,5,7.35,1,13,"train"
4126,1,0,0,0,0,0,4,0,9,85,21,29,50,135,323,11,6,16,6,6.43,1,12,"train"
4127,1,0,0,0,1,3,4,1,3,170,30,37,21,73,215,25,29,18,7,17.93,NA,NA,"test"
4128,1,0,0,0,0,0,3,1,8,114,24,34,33,78,88,4,3,17,3,2.68,1,10,"train"
4129,0,0,0,0,0,2,4,0,4,155,20,39,33,47,77,8,10,20,7,5.47,NA,NA,"test"
4130,0,1,0,0,1,2,5,0,7,125,51,51,4,77,125,16,11,22,3,12.3,1,15,"train"
4131,1,0,0,0,1,0,2,1,9,267,89,89,1,73,92,10,7,23,8,6.83,1,12,"train"
4132,1,0,0,0,1,3,4,1,8,142,27,39,16,123,351,22,10,15,6,11.78,1,13,"train"
4133,0,0,0,1,1,1,4,1,8,145,23,52,23,122,189,18,20,23,1,7.56,1,22,"train"
4134,0,0,1,0,0,0,4,1,8,220,37,56,11,37,64,12,12,19,6,6.21,0,0,"valid"
4135,0,1,0,0,1,3,5,1,4,83,17,38,41,107,255,34,21,21,8,16.44,0,0,"train"
4136,0,1,0,0,1,3,4,1,4,218,33,53,11,15,47,9,7,18,5,10.57,1,14,"valid"
4137,0,0,1,0,1,4,4,0,8,183,21,37,23,52,72,30,17,22,10,10.78,0,0,"train"
4138,0,0,0,0,1,2,3,1,9,168,23,48,21,28,45,10,6,20,6,6.47,0,0,"train"
4139,1,0,0,0,1,2,4,0,8,178,27,42,10,96,294,5,6,17,3,5.87,1,11,"valid"
4140,0,0,0,1,1,5,4,0,1,193,44,51,1,29,57,17,10,19,10,11.8,0,0,"train"
4141,0,1,0,0,1,2,2,0,8,173,48,71,8,82,138,9,9,14,3,5.64,1,12,"train"
4142,0,1,0,0,1,0,5,0,9,78,13,27,59,65,71,4,6,20,9,3.84,0,0,"train"
4143,0,0,0,1,1,0,4,1,1,179,20,58,31,27,58,3,1,17,22,1.29,NA,NA,"test"
4144,0,0,1,0,1,2,4,0,8,157,25,41,18,27,56,25,18,12,7,12.97,NA,NA,"test"
4145,0,1,0,0,1,2,3,1,9,162,29,47,30,42,77,17,9,18,3,8.93,1,13,"train"
4146,1,0,0,0,1,2,4,0,9,150,32,49,14,55,75,17,14,23,6,14.52,1,15,"valid"
4147,0,1,0,0,1,4,5,1,5,422,116,126,0,76,122,9,9,31,6,5.45,0,0,"train"
4148,0,1,0,0,1,2,3,0,8,403,88,121,0,68,108,29,23,21,15,12.86,0,0,"valid"
4149,1,0,0,0,1,0,4,1,8,149,51,51,12,77,133,20,12,23,12,10.81,1,14,"train"
4150,0,1,0,0,0,3,5,1,9,148,49,49,9,38,63,18,9,13,3,13.53,0,0,"train"
4151,0,1,0,0,1,2,4,1,8,94,11,21,49,123,260,42,37,21,4,19.89,1,15,"train"
4152,0,0,0,0,1,0,5,0,9,98,29,35,20,77,166,4,1,20,4,4.65,1,11,"valid"
4153,1,0,0,0,1,2,4,0,8,200,41,68,10,82,106,11,8,16,8,7.36,0,0,"train"
4154,0,0,0,0,1,2,2,0,9,54,3,16,61,21,37,12,12,23,4,9.26,0,0,"train"
4155,0,1,0,0,1,4,4,1,9,222,83,83,2,102,230,36,30,12,14,24.98,1,15,"train"
4156,0,0,0,1,1,3,3,1,8,101,20,38,41,75,115,5,4,21,6,3.13,0,0,"train"
4157,0,1,0,0,1,0,7,0,4,129,33,49,6,55,79,33,28,20,5,11.53,1,16,"train"
4158,0,0,0,0,0,3,4,1,0,164,55,62,3,35,75,38,23,8,4,27.36,NA,NA,"test"
4159,0,1,0,0,0,0,2,1,9,381,90,90,0,34,54,7,4,18,17,4.14,0,0,"valid"
4160,0,0,0,0,1,0,2,1,7,121,37,37,11,14,44,17,12,22,3,7.9,NA,NA,"test"
4161,0,1,0,0,1,2,6,0,8,148,28,54,26,94,176,8,7,15,7,9.43,1,14,"valid"
4162,0,0,0,1,0,2,5,0,9,133,21,40,19,12,30,4,7,21,9,5.72,0,0,"train"
4163,0,0,0,0,1,0,4,1,8,236,48,56,5,7,38,12,8,19,4,10.3,1,14,"train"
4164,0,1,0,0,1,2,2,0,6,108,11,30,50,30,52,18,11,19,5,11.35,0,0,"valid"
4165,0,0,0,0,1,2,5,1,4,173,43,59,2,71,217,22,12,22,5,12.27,0,0,"train"
4166,1,0,0,0,1,0,3,1,8,234,54,70,1,29,75,15,11,19,4,10.27,1,13,"train"
4167,0,1,0,0,1,0,4,1,9,129,14,39,57,34,56,16,12,11,7,13.02,1,15,"train"
4168,0,0,0,1,1,0,5,0,9,163,17,40,40,81,117,6,4,19,16,5.49,1,15,"train"
4169,0,0,1,0,0,3,4,1,7,148,29,38,22,30,48,11,8,22,5,9.47,0,0,"train"
4170,0,1,0,0,1,2,5,1,8,86,56,56,17,12,32,6,5,16,4,6.21,1,12,"valid"
4171,0,1,0,0,1,3,4,0,9,215,82,82,3,93,220,25,16,13,10,8.19,NA,NA,"test"
4172,1,0,0,0,1,0,7,0,5,117,25,49,27,56,83,7,4,14,8,8.65,NA,NA,"test"
4173,0,1,0,0,1,0,2,0,8,151,31,44,14,21,251,251,45,21,4,36.6,1,16,"train"
4174,1,0,0,0,1,0,2,0,8,249,43,78,6,56,137,8,7,22,5,7.47,1,12,"valid"
4175,1,0,0,0,1,3,4,1,8,175,58,58,7,76,133,5,4,22,6,5.81,1,12,"train"
4176,0,0,0,1,1,0,3,0,5,121,20,44,40,69,102,12,8,18,4,8.17,1,17,"train"
4177,0,0,0,0,1,0,2,1,9,212,72,72,9,92,151,12,8,16,6,6.39,1,14,"train"
4178,0,0,0,0,1,0,4,0,8,147,20,35,24,19,45,5,2,34,4,6.65,1,10,"train"
4179,1,0,0,0,0,3,3,1,3,181,56,56,8,92,206,25,21,28,19,14.83,NA,NA,"test"
4180,0,0,0,0,1,1,4,0,9,248,57,72,0,83,93,21,10,13,5,15.32,1,14,"train"
4181,1,0,0,0,0,0,5,1,1,185,64,78,0,36,72,21,14,29,5,9.78,0,0,"train"
4182,1,0,0,0,1,3,7,1,8,122,16,35,62,25,63,5,5,21,4,4.51,0,0,"train"
4183,0,1,0,0,1,2,2,0,9,140,36,53,11,39,56,55,37,20,6,18.08,NA,NA,"test"
4184,0,0,0,0,1,2,2,0,3,219,42,55,6,86,111,11,6,10,7,10.06,0,0,"train"
4185,0,0,0,1,1,0,4,1,8,117,36,36,12,73,139,12,5,21,4,12.14,1,15,"train"
4186,0,0,0,0,1,2,4,1,8,353,113,113,0,57,91,14,16,17,5,11.34,1,15,"train"
4187,0,1,0,0,1,4,4,1,2,270,94,94,0,8,47,47,29,14,7,18.86,NA,NA,"test"
4188,0,0,0,1,1,3,6,1,8,165,40,47,8,68,188,15,11,19,3,8.36,0,0,"train"
4189,1,0,0,0,1,3,1,1,3,146,38,46,5,40,65,17,21,13,4,10.35,0,0,"train"
4190,0,1,0,0,1,5,4,0,8,125,29,46,18,67,95,22,27,15,9,12.08,0,0,"valid"
4191,0,1,0,0,1,2,4,1,9,168,37,59,7,22,54,15,15,17,4,10.49,1,14,"valid"
4192,1,0,0,0,1,2,4,1,9,93,21,33,36,59,132,7,9,22,7,10.48,1,13,"train"
4193,0,0,0,0,1,2,3,1,8,223,78,97,0,49,108,108,95,15,2,40.31,NA,NA,"test"
4194,0,0,1,0,1,0,4,0,8,130,26,59,39,30,83,83,31,24,3,21.34,1,17,"valid"
4195,0,0,0,0,0,3,4,0,9,221,61,79,3,84,136,4,3,22,11,6.78,0,0,"train"
4196,0,1,0,0,1,2,4,1,8,128,39,42,20,65,110,19,23,19,13,14.97,NA,NA,"test"
4197,1,0,0,0,0,3,4,0,3,169,29,49,39,34,75,16,15,24,6,13.37,NA,NA,"test"
4198,0,0,1,0,1,1,7,0,8,135,21,41,27,48,71,6,5,16,4,4.6,NA,NA,"test"
4199,1,0,0,0,1,2,4,0,9,306,55,80,4,34,57,10,5,22,3,7.31,1,14,"train"
4200,1,0,0,0,1,0,5,0,4,168,28,45,21,75,154,19,11,23,16,8.57,1,14,"valid"
4201,0,0,0,1,1,2,3,0,8,156,70,70,9,43,67,10,8,20,7,9.85,0,0,"train"
4202,1,0,0,0,1,0,5,0,8,194,50,57,1,22,40,13,15,13,5,9.15,1,14,"train"
4203,1,0,0,0,1,2,5,0,1,242,45,74,2,24,50,9,6,22,7,6.72,0,0,"valid"
4204,0,1,0,0,1,2,2,0,9,179,60,60,0,16,55,14,15,8,7,7.01,NA,NA,"test"
4205,1,0,0,0,1,5,6,1,8,162,43,44,8,102,210,21,16,17,3,9.08,NA,NA,"test"
4206,0,0,0,0,1,3,4,1,8,145,28,57,23,21,59,6,7,17,6,5.51,0,0,"valid"
4207,0,0,0,1,1,2,4,1,8,134,31,36,14,51,83,13,10,16,5,10.77,NA,NA,"test"
4208,0,0,1,0,0,3,6,1,2,172,32,38,9,61,110,27,24,12,5,21.51,0,0,"train"
4209,0,0,0,1,1,0,5,1,8,162,30,43,12,66,233,15,31,24,6,7.4,1,16,"train"
4210,0,0,0,1,0,5,4,1,9,133,35,52,10,68,163,10,9,23,7,4.66,0,0,"valid"
4211,0,0,0,1,1,2,4,1,7,282,78,94,1,51,94,14,12,23,14,5.94,NA,NA,"test"
4212,1,0,0,0,1,0,1,1,8,212,65,65,3,78,149,13,11,13,3,8.47,NA,NA,"test"
4213,0,1,0,0,0,2,4,1,8,101,11,42,39,54,70,7,4,17,6,6.79,0,0,"valid"
4214,0,1,0,0,1,2,4,1,8,311,65,99,0,35,80,28,14,13,6,23.6,1,15,"train"
4215,0,0,0,0,0,0,2,0,9,104,26,34,41,93,310,13,11,19,3,11.78,0,0,"valid"
4216,1,0,0,0,1,0,3,0,8,171,33,60,8,29,56,21,14,10,11,13.38,0,0,"valid"
4217,0,0,0,1,0,1,4,1,4,186,22,62,25,90,135,11,4,14,5,9.89,NA,NA,"test"
4218,0,1,0,0,1,1,4,1,7,109,51,51,19,107,202,16,20,23,10,11.04,NA,NA,"test"
4219,0,1,0,0,1,4,5,1,8,203,73,73,2,39,79,16,13,11,3,12.17,0,0,"valid"
4220,0,0,0,0,1,0,4,0,9,141,42,48,6,49,58,14,15,33,2,8.5,1,16,"valid"
4221,0,0,0,0,1,0,5,0,5,232,60,60,11,117,426,6,5,22,7,4.49,1,14,"valid"
4222,0,0,0,0,0,2,4,1,5,102,15,21,40,103,171,9,6,9,6,4.85,0,0,"valid"
4223,1,0,0,0,1,4,4,1,4,160,33,48,7,46,72,10,9,23,4,9.46,0,0,"train"
4224,0,1,0,0,1,2,4,1,5,172,47,66,11,22,56,12,10,15,5,7.02,1,13,"train"
4225,0,0,1,0,1,2,5,0,3,203,33,54,9,23,57,16,12,23,7,6.64,NA,NA,"test"
4226,0,0,1,0,0,2,3,0,8,145,32,40,8,45,88,9,11,16,3,6.3,0,0,"valid"
4227,1,0,0,0,1,3,1,1,8,147,34,47,17,28,53,11,10,39,4,6.73,NA,NA,"test"
4228,0,0,0,0,1,1,4,0,6,214,65,65,11,17,48,6,4,22,5,4.32,1,13,"valid"
4229,0,1,0,0,0,2,2,1,4,172,21,57,7,33,84,23,11,21,9,11.66,0,0,"train"
4230,1,0,0,0,1,0,3,1,8,150,22,31,35,107,359,13,11,20,12,11.95,1,15,"train"
4231,1,0,0,0,1,4,4,0,8,115,51,51,18,13,54,5,3,23,4,3.88,NA,NA,"test"
4232,0,1,0,0,1,3,5,1,4,312,112,112,1,72,70,24,12,12,7,14.87,NA,NA,"test"
4233,0,0,0,0,1,2,3,0,8,234,59,59,11,10,41,25,15,14,10,11.72,0,0,"valid"
4234,0,0,0,0,1,0,3,1,8,118,16,39,27,82,128,9,11,19,7,8.03,1,13,"train"
4235,0,0,0,0,1,2,2,0,4,217,80,80,0,147,223,24,34,22,3,15.59,0,0,"valid"
4236,0,1,0,0,1,0,2,1,8,176,37,50,12,94,217,9,5,30,4,6.11,1,12,"train"
4237,0,0,0,0,1,2,6,1,8,154,32,37,23,62,124,17,17,33,9,10.08,0,0,"train"
4238,0,1,0,0,1,2,4,1,9,298,54,91,6,39,79,4,2,37,7,3.89,0,0,"train"
4239,0,0,1,0,1,2,6,1,8,142,40,45,5,21,67,28,19,22,5,13.64,NA,NA,"test"
4240,0,0,0,0,1,3,4,1,8,154,29,42,20,41,50,27,20,15,15,14.15,0,0,"train"
4241,0,1,0,0,1,2,4,1,7,190,32,51,7,63,67,13,10,13,8,14.65,1,13,"train"
4242,0,0,0,0,1,0,4,1,3,211,39,46,11,40,51,6,4,13,10,4.42,0,0,"train"
4243,1,0,0,0,1,2,4,1,8,139,14,27,30,11,34,4,7,37,5,3.78,NA,NA,"test"
4244,1,0,0,0,1,2,3,0,8,170,38,44,5,100,149,11,8,15,6,8.34,NA,NA,"test"
4245,1,0,0,0,1,3,3,0,6,130,35,43,5,67,109,29,22,21,2,19.01,0,0,"train"
4246,1,0,0,0,0,2,4,1,8,179,56,63,8,31,48,4,3,19,6,4.15,NA,NA,"test"
4247,0,0,0,0,1,5,2,0,8,207,36,43,12,57,66,39,30,20,3,24.9,NA,NA,"test"
4248,0,0,0,1,1,3,4,1,3,141,54,54,4,50,82,82,18,16,9,36.24,0,0,"valid"
4249,0,0,0,0,1,4,4,1,2,127,31,40,19,45,71,15,15,15,5,10.28,NA,NA,"test"
4250,0,0,1,0,0,2,7,1,9,194,37,74,8,11,44,18,22,15,6,15.52,0,0,"valid"
4251,1,0,0,0,0,3,4,0,4,187,24,42,16,31,61,9,5,19,9,5.01,0,0,"valid"
4252,0,0,1,0,1,0,5,1,8,302,119,119,0,51,93,36,32,22,5,22.47,1,18,"train"
4253,0,0,0,1,1,0,4,1,4,185,31,58,12,95,204,38,18,17,5,20.59,1,17,"valid"
4254,1,0,0,0,1,0,5,1,8,243,59,69,3,53,81,5,4,16,8,6.06,1,13,"valid"
4255,0,1,0,0,1,1,4,1,7,189,31,54,17,46,60,6,5,16,4,5.94,1,13,"valid"
4256,0,0,1,0,1,1,4,0,2,262,77,99,0,77,74,8,6,22,5,6.86,0,0,"train"
4257,1,0,0,0,1,3,2,1,8,158,45,45,9,41,67,5,9,15,3,8.24,NA,NA,"test"
4258,0,1,0,0,1,2,7,1,9,209,80,80,3,74,82,19,11,16,6,15.89,0,0,"valid"
4259,0,0,1,0,1,0,2,1,7,143,29,41,17,124,412,6,4,21,4,3.64,1,13,"valid"
4260,0,0,0,1,1,1,4,0,6,286,55,71,6,31,53,18,17,10,6,14.31,0,0,"train"
4261,0,0,0,0,1,3,4,0,8,183,38,48,4,26,51,22,17,19,5,13.5,NA,NA,"test"
4262,0,1,0,0,1,0,4,1,9,129,36,44,10,57,65,13,12,14,5,5.42,NA,NA,"test"
4263,0,1,0,0,1,2,3,0,8,123,22,35,28,29,55,5,4,19,6,6.87,NA,NA,"test"
4264,1,0,0,0,0,2,2,1,4,157,26,42,41,23,45,5,3,21,9,8.76,0,0,"train"
4265,0,1,0,0,1,2,4,1,8,129,53,53,12,83,158,15,16,17,7,8.07,0,0,"train"
4266,0,1,0,0,1,2,4,1,8,91,13,24,54,93,229,13,11,21,6,9.64,0,0,"train"
4267,0,1,0,0,0,3,4,1,6,209,51,57,10,93,213,12,12,22,5,12.86,NA,NA,"test"
4268,0,1,0,0,1,0,7,0,8,240,53,85,2,81,116,7,4,23,5,4.98,1,13,"train"
4269,0,0,1,0,1,0,4,1,8,136,22,36,14,21,53,15,16,23,4,16.39,1,15,"train"
4270,0,1,0,0,1,2,4,1,5,359,83,83,0,21,47,14,13,22,5,9.83,1,13,"train"
4271,0,0,0,1,1,3,4,0,9,149,47,47,9,94,192,10,12,19,7,7.84,0,0,"train"
4272,0,0,0,1,1,0,5,1,8,261,83,105,1,97,257,15,8,14,8,14.12,1,18,"valid"
4273,0,1,0,0,0,4,7,0,1,136,37,55,11,51,80,23,15,24,3,12.67,0,0,"train"
4274,1,0,0,0,1,2,2,1,6,197,63,63,2,128,227,10,6,20,7,6.82,0,0,"train"
4275,0,1,0,0,1,0,3,0,8,142,29,50,12,37,66,10,5,17,4,6.64,1,12,"train"
4276,0,0,1,0,1,0,4,1,0,175,27,70,5,80,137,53,42,22,5,17,1,14,"valid"
4277,0,1,0,0,1,0,4,1,8,149,37,39,11,32,51,26,17,15,4,10.45,1,15,"train"
4278,0,0,1,0,1,3,4,0,9,123,32,41,7,64,163,163,40,21,5,22.44,0,0,"train"
4279,0,0,0,0,1,0,5,0,4,155,56,61,6,55,105,20,11,16,6,10.19,1,16,"valid"
4280,0,0,1,0,1,1,5,1,7,77,45,45,15,78,145,6,10,19,7,5.08,0,0,"train"
